model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
A1,2016,12950.0,Manual,23100.0,Petrol,100.01760765008835,55.4,1.4
Q3,2019,26850.0,Manual,2772.0,Petrol,150.0,39.8,1.5
A3,2018,22450.0,Automatic,22494.0,Diesel,150.0,56.5,2.0
A4,2017,14800.0,Manual,45500.0,Diesel,100.01760765008835,68.9,2.0
A3,2017,13990.0,Manual,11800.0,Diesel,145.0,70.6,2.0
A3,2014,11490.0,Manual,58409.0,Petrol,125.0,53.3,1.4
A1,2015,10490.0,Manual,42347.0,Diesel,100.01760765008835,74.3,1.6
A4,2016,10990.0,Manual,57395.0,Petrol,125.0,53.3,1.4
A3,2016,15714.0,Manual,38670.0,Diesel,125.0,57.6,2.0
Q5,2012,13590.0,Manual,40316.0,Diesel,181.10686659420105,43.5,2.0
A3,2015,10977.0,Manual,60000.0,Diesel,100.01760765008835,68.9,2.0
Q3,2013,11477.0,Manual,73000.0,Diesel,145.0,54.3,2.0
Q5,2011,10760.0,Automatic,81913.4209,Diesel,181.10686659420105,40.4,2.0
Q5,2014,16990.0,Automatic,42427.0,Diesel,181.10686659420105,47.1,2.0
A3,2013,8490.0,Manual,59305.0,Diesel,100.01760765008835,67.3,2.0
A4,2018,18990.0,Manual,18867.0,Diesel,145.0,62.8,2.0
A1,2015,10390.0,Manual,20639.0,Petrol,100.01760765008835,67.3,1.0
A6,2014,12490.0,Manual,38854.0,Diesel,100.01760765008835,62.8,2.0
Q3,2014,10990.0,Manual,62926.0,Diesel,160.00000000000003,49.6,2.0
Q5,2017,27995.0,Automatic,14475.0,Diesel,145.0,40.4,2.0
A6,2016,18275.0,Semi-Auto,64919.0,Diesel,125.0,58.9,2.0
A3,2015,13995.0,Manual,41354.0,Petrol,125.0,52.3,1.4
Q3,2019,23995.0,Manual,6422.0,Petrol,145.0,40.9,1.5
Q2,2018,18495.0,Manual,18554.0,Diesel,145.0,74.3,1.6
A1,2016,12800.0,Automatic,8764.0,Petrol,100.01760765008835,57.6,1.4
A4,2017,21000.0,Automatic,11750.0,Petrol,145.0,49.6,1.4
A1,2013,10500.0,Automatic,24913.0,Petrol,100.01760765008835,60.1,1.4
Q3,2017,17000.0,Manual,31638.0,Petrol,125.0,51.4,1.4
A3,2016,10495.0,Manual,59800.0,Diesel,100.01760765008835,74.3,1.6
A3,2015,10995.0,Manual,81913.4209,Diesel,100.01760765008835,65.7,2.0
A4,2014,13975.0,Manual,36790.0,Diesel,100.01760765008835,61.4,2.0
Q7,2014,21975.0,Automatic,47522.0,Diesel,181.10686659420105,38.2,3.0
A3,2015,13975.0,Semi-Auto,66269.0,Diesel,125.0,57.6,2.0
A3,2015,13775.0,Semi-Auto,34987.0,Petrol,100.01760765008835,60.1,1.4
A3,2014,9795.0,Manual,81913.4209,Diesel,100.01760765008835,68.9,2.0
Q5,2016,19950.0,Manual,32673.0,Diesel,181.10686659420105,47.9,2.0
A1,2017,11175.0,Manual,37746.0,Petrol,100.01760765008835,55.4,1.4
A1,2016,11350.0,Manual,27673.0,Petrol,100.01760765008835,67.3,1.0
A1,2018,14000.0,Manual,20521.0,Petrol,150.0,47.9,1.0
A1,2015,10995.0,Manual,27897.0,Petrol,100.01760765008835,55.4,1.4
A5,2016,16475.0,Manual,30748.0,Diesel,145.0,54.3,2.0
A3,2016,15300.0,Manual,15011.0,Petrol,100.01760765008835,60.1,1.4
A3,2016,16800.0,Manual,31524.0,Petrol,100.01760765008835,60.1,1.4
A6,2016,18600.0,Manual,29486.0,Diesel,100.01760765008835,61.4,2.0
Q5,2019,30950.0,Semi-Auto,6150.0,Diesel,145.0,39.2,2.0
A1,2018,12950.0,Manual,19500.0,Petrol,150.0,57.7,1.4
A6,2018,46036.869,Automatic,22000.0,Petrol,145.0,29.4,4.0
A4,2017,15250.0,Manual,27578.0,Petrol,145.0,51.4,1.4
A4,2016,15990.0,Automatic,41000.0,Diesel,100.01760765008835,67.3,2.0
A4,2017,18500.0,Automatic,25782.0,Diesel,145.0,72.4,2.0
A3,2012,7150.0,Manual,49000.0,Petrol,145.0,47.1,1.6
Q3,2020,26700.0,Manual,1700.0,Petrol,150.0,40.9,1.5
A1,2017,15990.0,Manual,16400.0,Petrol,100.01760765008835,56.5,1.4
TT,2020,30000.0,Automatic,2500.0,Petrol,150.0,40.9,2.0
A3,2013,11995.0,Manual,59451.0,Diesel,100.01760765008835,67.3,2.0
A6,2016,15995.0,Manual,43404.0,Diesel,100.01760765008835,64.2,2.0
A1,2017,11000.0,Manual,27153.0,Petrol,100.01760765008835,67.3,1.0
A3,2015,10500.0,Manual,27426.0,Diesel,100.01760765008835,74.3,1.6
A5,2015,13500.0,Manual,33430.0,Diesel,100.01760765008835,60.1,2.0
A1,2016,13600.0,Manual,28595.0,Petrol,100.01760765008835,55.4,1.4
Q3,2017,20000.0,Automatic,21981.0,Petrol,145.0,47.9,1.4
A5,2015,18300.0,Automatic,29084.0,Diesel,181.10686659420105,42.8,3.0
A3,2016,15000.0,Manual,41047.0,Diesel,100.01760765008835,65.7,2.0
A3,2016,12500.0,Manual,37998.0,Diesel,100.01760765008835,70.6,1.6
A4,2019,22250.0,Automatic,7000.0,Diesel,145.0,50.4,2.0
Q7,2013,19950.0,Automatic,79000.0,Diesel,181.10686659420105,38.2,3.0
Q3,2017,22000.0,Automatic,18000.0,Petrol,150.0,42.2,2.0
Q5,2019,35000.0,Automatic,6700.0,Diesel,150.0,38.2,2.0
Q3,2017,16500.0,Manual,27500.0,Petrol,150.0,51.4,1.4
A3,2017,13790.0,Manual,47041.0,Diesel,100.01760765008835,65.7,2.0
Q2,2020,24950.0,Semi-Auto,789.0,Diesel,145.0,47.9,1.6
Q5,2014,17775.0,Automatic,81913.4209,Diesel,181.10686659420105,41.5,3.0
A6,2016,19395.0,Semi-Auto,27764.0,Diesel,100.01760765008835,61.4,2.0
Q3,2013,8975.0,Manual,77120.0,Diesel,150.0,54.3,2.0
A1,2016,11000.0,Manual,39151.0,Diesel,100.01760765008835,76.3,1.6
A5,2013,11500.0,Manual,46197.0,Diesel,100.01760765008835,61.4,2.0
A1,2016,14000.0,Automatic,12942.0,Diesel,100.01760765008835,72.4,1.6
Q3,2016,18600.0,Manual,26325.0,Diesel,150.0,52.3,2.0
A3,2017,14000.0,Manual,34668.0,Diesel,150.0,68.9,1.6
A3,2016,16600.0,Manual,16793.0,Diesel,100.01760765008835,65.7,2.0
A6,2011,8950.0,Automatic,81913.4209,Diesel,181.10686659420105,47.1,3.0
A4,2018,18750.0,Manual,14000.0,Petrol,145.0,51.4,1.4
A6,2017,21000.0,Semi-Auto,44000.0,Diesel,145.0,61.4,2.0
A4,2016,15990.0,Semi-Auto,81913.4209,Diesel,100.01760765008835,62.8,2.0
A3,2014,13700.0,Manual,49000.0,Petrol,100.01760765008835,60.1,1.4
A4,2016,14950.0,Manual,22000.0,Petrol,145.0,51.4,1.4
TT,2011,10250.0,Manual,80000.0,Diesel,145.0,53.3,2.0
Q3,2017,16000.0,Manual,41381.0,Petrol,125.0,51.4,1.4
Q3,2017,18000.0,Manual,21000.0,Diesel,150.0,57.7,2.0
A6,2016,18990.0,Automatic,41000.0,Diesel,100.01760765008835,61.4,2.0
Q2,2017,24500.0,Automatic,10681.0,Petrol,150.0,44.8,2.0
A6,2018,22000.0,Automatic,16000.0,Petrol,150.0,42.2,2.0
A1,2015,11850.0,Manual,41000.0,Petrol,100.01760765008835,55.4,1.4
A3,2011,6500.0,Manual,74000.0,Diesel,100.01760765008835,68.9,1.6
A1,2013,8990.0,Manual,70000.0,Diesel,100.01760765008835,74.3,1.6
A4,2016,13750.0,Manual,47000.0,Diesel,100.01760765008835,72.4,2.0
A1,2016,11250.0,Manual,23000.0,Petrol,100.01760765008835,67.3,1.0
A1,2018,13500.0,Manual,16000.0,Petrol,150.0,67.3,1.0
A4,2016,15999.0,Automatic,56000.0,Diesel,100.01760765008835,67.3,2.0
A3,2016,14250.0,Manual,46000.0,Petrol,100.01760765008835,60.1,1.4
A3,2016,12990.0,Manual,51000.0,Diesel,100.01760765008835,72.4,1.6
A6,2017,19990.0,Automatic,29000.0,Diesel,145.0,61.4,2.0
A3,2016,20990.0,Automatic,40000.0,Petrol,160.00000000000003,44.1,2.0
A3,2015,10490.0,Manual,43000.0,Petrol,100.01760765008835,58.9,1.4
A1,2016,8490.0,Manual,27000.0,Petrol,100.01760765008835,67.3,1.0
A3,2015,6990.0,Manual,81913.4209,Diesel,100.01760765008835,68.9,2.0
A1,2014,6490.0,Manual,80000.0,Diesel,100.01760765008835,68.9,2.0
A4,2016,11490.0,Automatic,54000.0,Diesel,100.01760765008835,72.4,2.0
A1,2016,10800.0,Manual,46000.0,Petrol,100.01760765008835,67.3,1.0
A1,2015,12990.0,Manual,21000.0,Petrol,100.01760765008835,55.4,1.4
A3,2015,9400.0,Manual,66000.0,Diesel,100.01760765008835,68.9,2.0
A4,2016,15490.0,Manual,31000.0,Diesel,100.01760765008835,64.2,2.0
A4,2017,17999.0,Manual,17000.0,Petrol,145.0,51.4,1.4
A4,2016,14850.0,Manual,49000.0,Diesel,100.01760765008835,64.2,2.0
A1,2015,11700.0,Manual,16000.0,Petrol,100.01760765008835,55.4,1.4
A4,2016,12990.0,Manual,45000.0,Diesel,100.01760765008835,74.3,2.0
A4,2014,9990.0,Manual,77000.0,Diesel,100.01760765008835,62.8,2.0
Q3,2016,13490.0,Manual,32000.0,Diesel,100.01760765008835,61.4,2.0
A4,2017,18990.0,Automatic,60000.0,Diesel,145.0,64.2,2.0
A6,2017,17990.0,Manual,30000.0,Diesel,145.0,61.4,2.0
Q5,2015,19990.0,Automatic,43000.0,Diesel,181.10686659420105,45.6,3.0
A1,2015,7490.0,Manual,37000.0,Diesel,100.01760765008835,80.7,1.6
A3,2015,11990.0,Automatic,43000.0,Petrol,100.01760765008835,60.1,1.4
A3,2017,16490.0,Manual,24000.0,Diesel,100.01760765008835,67.3,1.6
A6,2015,13990.0,Manual,25000.0,Diesel,100.01760765008835,65.7,2.0
TT,2016,16490.0,Manual,25000.0,Diesel,100.01760765008835,62.8,2.0
A5,2015,15490.0,Automatic,50000.0,Diesel,145.0,54.3,2.0
A3,2015,8490.0,Manual,40000.0,Diesel,100.01760765008835,68.9,2.0
A3,2015,8990.0,Manual,42000.0,Diesel,100.01760765008835,68.9,2.0
Q5,2015,14990.0,Manual,55000.0,Diesel,181.10686659420105,47.9,2.0
A6,2014,14490.0,Automatic,63000.0,Diesel,181.10686659420105,47.9,3.0
A4,2013,6990.0,Automatic,81913.4209,Diesel,125.0,58.9,2.0
A1,2014,5990.0,Manual,78000.0,Diesel,100.01760765008835,74.3,1.6
A6,2016,19990.0,Automatic,42000.0,Diesel,145.0,54.3,3.0
A4,2016,13490.0,Manual,49000.0,Diesel,100.01760765008835,74.3,2.0
A1,2017,8490.0,Manual,63000.0,Diesel,145.0,76.3,1.6
A3,2016,10490.0,Manual,33000.0,Diesel,100.01760765008835,70.6,1.6
TT,2016,17490.0,Manual,19000.0,Petrol,145.0,47.1,1.8
A6,2013,12750.0,Manual,70000.0,Diesel,125.0,57.6,2.0
A4,2017,13990.0,Manual,60000.0,Diesel,145.0,68.9,2.0
A1,2012,5990.0,Manual,80000.0,Diesel,100.01760765008835,74.3,1.6
A5,2015,15990.0,Manual,31000.0,Diesel,125.0,57.6,2.0
TT,2015,16490.0,Manual,33000.0,Petrol,145.0,47.1,2.0
A3,2016,15490.0,Automatic,42000.0,Petrol,100.01760765008835,58.9,1.4
A4,2013,7990.0,Automatic,81000.0,Diesel,125.0,58.9,2.0
A1,2015,9990.0,Manual,38000.0,Diesel,100.01760765008835,80.7,1.6
A1,2016,8490.0,Manual,29000.0,Diesel,100.01760765008835,76.3,1.6
A6,2015,10990.0,Manual,70000.0,Diesel,100.01760765008835,65.7,2.0
A3,2015,11990.0,Manual,51000.0,Diesel,100.01760765008835,67.3,1.6
A5,2017,17490.0,Manual,28000.0,Diesel,145.0,67.3,2.0
A6,2016,14490.0,Automatic,68000.0,Diesel,100.01760765008835,64.2,2.0
A5,2015,13990.0,Manual,55000.0,Diesel,145.0,53.3,2.0
TT,2015,16490.0,Automatic,46000.0,Petrol,160.00000000000003,44.1,2.0
Q3,2014,10490.0,Manual,47000.0,Diesel,160.00000000000003,49.6,2.0
A1,2016,8990.0,Manual,24000.0,Petrol,100.01760765008835,57.6,1.4
A4,2012,6990.0,Automatic,81913.4209,Petrol,145.0,47.1,2.0
TT,2015,17490.0,Automatic,25000.0,Petrol,181.10686659420105,42.8,2.0
A3,2010,4990.0,Manual,81913.4209,Petrol,181.10686659420105,40.9,1.6
A3,2014,7490.0,Manual,44000.0,Diesel,100.01760765008835,74.3,1.6
A4,2014,11490.0,Manual,52000.0,Diesel,100.01760765008835,61.4,2.0
A3,2015,13990.0,Manual,39000.0,Petrol,100.01760765008835,57.6,1.4
A1,2015,9490.0,Manual,35000.0,Petrol,100.01760765008835,56.5,1.4
A1,2013,6490.0,Manual,69000.0,Diesel,100.01760765008835,74.3,1.6
A4,2014,9499.0,Manual,49792.0,Diesel,100.01760765008835,64.2,2.0
A1,2016,11990.0,Manual,43000.0,Petrol,100.01760765008835,58.9,1.4
TT,2016,11990.0,Manual,81913.4209,Diesel,100.01760765008835,62.8,2.0
A6,2019,25990.0,Automatic,18000.0,Diesel,145.0,47.9,2.0
A3,2015,12490.0,Manual,59000.0,Diesel,100.01760765008835,67.3,2.0
A4,2016,11990.0,Manual,70000.0,Diesel,100.01760765008835,70.6,2.0
A6,2016,16990.0,Automatic,34000.0,Diesel,100.01760765008835,61.4,2.0
Q3,2016,16449.0,Automatic,23855.0,Petrol,145.0,47.9,1.4
A5,2013,16999.0,Automatic,48437.0,Petrol,181.10686659420105,34.9,3.0
A1,2016,13999.0,Automatic,10104.0,Petrol,100.01760765008835,57.6,1.4
A3,2016,10399.0,Manual,67277.0,Diesel,100.01760765008835,74.3,1.6
A5,2014,12850.0,Manual,81913.4209,Diesel,100.01760765008835,61.4,2.0
A4,2012,9500.0,Manual,62000.0,Diesel,100.01760765008835,65.7,2.0
Q7,2015,20990.0,Automatic,74000.0,Diesel,181.10686659420105,38.2,3.0
A3,2015,19990.0,Automatic,31000.0,Petrol,181.10686659420105,40.4,2.0
A4,2016,15674.0,Manual,24828.0,Petrol,125.0,49.6,2.0
Q5,2016,19975.0,Automatic,29808.0,Diesel,181.10686659420105,47.1,2.0
A1,2015,12096.0,Manual,28974.0,Petrol,100.01760765008835,56.5,1.4
Q2,2017,18860.0,Manual,12343.0,Petrol,145.0,50.4,1.4
A6,2016,18999.0,Automatic,35784.0,Diesel,100.01760765008835,61.4,3.0
A6,2016,19999.0,Automatic,33881.0,Diesel,100.01760765008835,61.4,2.0
A5,2018,22999.0,Automatic,11744.0,Diesel,145.0,61.4,2.0
Q3,2016,15999.0,Manual,33439.0,Diesel,100.01760765008835,62.8,2.0
A1,2016,9799.0,Manual,56637.0,Diesel,100.01760765008835,76.3,1.6
A6,2017,19999.0,Automatic,46317.0,Diesel,145.0,58.9,2.0
A4,2017,16321.0,Automatic,31209.0,Diesel,145.0,70.6,2.0
A3,2016,13499.0,Manual,26203.0,Petrol,100.01760765008835,60.1,1.0
Q3,2016,14749.0,Manual,69629.0,Diesel,100.01760765008835,60.1,2.0
A1,2015,11225.0,Automatic,37553.0,Petrol,100.01760765008835,57.6,1.4
A6,2016,17336.0,Automatic,62118.0,Diesel,145.0,56.5,2.0
A4,2017,16036.0,Automatic,41982.0,Diesel,145.0,70.6,2.0
A1,2017,17935.0,Manual,36472.0,Petrol,145.0,40.4,2.0
A3,2015,10990.0,Automatic,70000.0,Petrol,100.01760765008835,57.6,1.4
A3,2015,6990.0,Manual,79000.0,Diesel,100.01760765008835,70.6,1.6
A3,2015,8990.0,Manual,49000.0,Diesel,100.01760765008835,83.1,1.6
A5,2013,12490.0,Automatic,54000.0,Petrol,160.00000000000003,39.2,2.0
Q7,2013,19990.0,Automatic,48000.0,Diesel,181.10686659420105,38.2,3.0
Q7,2016,28990.0,Automatic,53000.0,Diesel,181.10686659420105,47.9,3.0
A3,2015,10990.0,Manual,37000.0,Diesel,100.01760765008835,74.3,1.6
A1,2015,11217.0,Manual,54802.0,Petrol,100.01760765008835,55.4,1.4
A3,2014,9284.0,Manual,52561.0,Diesel,100.01760765008835,68.9,2.0
TT,2016,14919.0,Manual,37352.0,Diesel,100.01760765008835,62.8,2.0
A4,2016,18303.0,Automatic,31817.0,Diesel,100.01760765008835,65.7,2.0
A1,2017,11842.0,Manual,41427.0,Diesel,100.01760765008835,76.3,1.6
A4,2016,12454.0,Manual,27403.0,Petrol,125.0,53.3,1.4
A1,2012,8999.0,Manual,40572.0,Petrol,125.0,53.3,1.4
Q3,2017,22249.0,Automatic,21236.0,Petrol,181.10686659420105,42.2,2.0
Q3,2017,16449.0,Manual,33952.0,Petrol,125.0,51.4,1.4
Q3,2017,17499.0,Automatic,34692.0,Petrol,145.0,47.9,1.4
Q5,2014,21500.0,Automatic,57924.0,Diesel,181.10686659420105,41.5,3.0
A3,2015,19999.0,Automatic,26670.0,Petrol,181.10686659420105,40.9,2.0
Q3,2017,15749.0,Manual,41767.0,Petrol,145.0,51.4,1.4
A5,2017,17599.0,Manual,44934.0,Diesel,100.01760765008835,67.3,2.0
A3,2014,11137.0,Manual,55000.0,Diesel,100.01760765008835,68.9,2.0
A4,2019,23500.0,Manual,703.0,Petrol,145.0,39.2,2.0
A1,2017,11551.0,Manual,23078.0,Petrol,145.0,57.6,1.4
TT,2015,14990.0,Manual,36000.0,Diesel,100.01760765008835,67.3,2.0
A3,2014,9990.0,Manual,49000.0,Diesel,100.01760765008835,68.9,2.0
Q7,2012,14990.0,Automatic,81913.4209,Diesel,181.10686659420105,38.2,3.0
A3,2017,17999.0,Automatic,36521.0,Diesel,145.0,62.8,2.0
A6,2012,9399.0,Automatic,81913.4209,Diesel,145.0,56.5,2.0
A1,2015,10299.0,Manual,31239.0,Diesel,100.01760765008835,80.7,1.6
A5,2014,14939.0,Automatic,61346.0,Diesel,160.00000000000003,49.6,3.0
A4,2016,14500.0,Manual,25634.0,Petrol,145.0,51.4,1.4
A4,2016,16500.0,Manual,30000.0,Diesel,100.01760765008835,70.6,2.0
TT,2012,10950.0,Manual,45000.0,Diesel,145.0,53.3,2.0
A4,2017,16750.0,Manual,10000.0,Petrol,145.0,52.3,1.4
A1,2017,14950.0,Manual,11000.0,Petrol,100.01760765008835,58.9,1.4
A4,2015,11899.0,Manual,35762.0,Diesel,100.01760765008835,65.7,2.0
A3,2015,11499.0,Automatic,29098.0,Diesel,100.01760765008835,70.6,1.6
Q3,2016,14449.0,Manual,23484.0,Diesel,100.01760765008835,61.4,2.0
A3,2017,16499.0,Manual,21865.0,Petrol,100.01760765008835,58.9,1.4
A3,2016,9712.0,Manual,60901.0,Diesel,100.01760765008835,68.9,2.0
A6,2016,20500.0,Automatic,26704.0,Diesel,100.01760765008835,61.4,2.0
A1,2017,11999.0,Manual,23221.0,Petrol,100.01760765008835,67.3,1.0
A3,2017,17299.0,Manual,17982.0,Petrol,145.0,58.9,1.4
A3,2016,8490.0,Manual,80000.0,Diesel,100.01760765008835,67.3,2.0
A4,2012,7990.0,Manual,81913.4209,Diesel,100.01760765008835,62.8,2.0
A5,2014,9990.0,Automatic,81913.4209,Diesel,125.0,58.9,2.0
A5,2014,11990.0,Manual,48000.0,Diesel,125.0,57.6,2.0
Q3,2014,9990.0,Manual,58000.0,Diesel,145.0,54.3,2.0
A1,2015,7990.0,Manual,31000.0,Diesel,100.01760765008835,80.7,1.6
A4,2016,11990.0,Manual,36000.0,Petrol,145.0,51.4,1.4
Q3,2016,18000.0,Automatic,33124.0,Diesel,160.00000000000003,50.4,2.0
A3,2016,12300.0,Automatic,48097.0,Petrol,100.01760765008835,58.9,1.4
TT,2015,14900.0,Manual,34889.0,Diesel,100.01760765008835,62.8,2.0
A3,2017,13500.0,Manual,30579.0,Diesel,145.0,70.6,1.6
A3,2018,18400.0,Automatic,16478.0,Petrol,145.0,56.5,1.5
A1,2016,9705.0,Manual,49347.0,Petrol,100.01760765008835,55.4,1.4
A5,2015,14999.0,Automatic,57141.0,Diesel,125.0,58.9,2.0
A6,2013,11299.0,Automatic,81913.4209,Diesel,145.0,56.5,2.0
Q2,2018,22999.0,Automatic,12210.0,Petrol,145.0,52.3,1.4
TT,2017,17499.0,Manual,20153.0,Diesel,100.01760765008835,62.8,2.0
Q3,2013,11699.0,Manual,36954.0,Diesel,145.0,54.3,2.0
TT,2016,16499.0,Manual,44871.0,Diesel,100.01760765008835,62.8,2.0
A4,2015,12499.0,Manual,31879.0,Diesel,100.01760765008835,65.7,2.0
A1,2016,11601.0,Manual,36278.0,Petrol,100.01760765008835,56.5,1.4
A4,2013,9399.0,Manual,48261.0,Diesel,100.01760765008835,64.2,2.0
Q5,2016,19899.0,Automatic,46113.0,Diesel,181.10686659420105,47.1,2.0
Q2,2016,16599.0,Manual,19019.0,Petrol,125.0,52.3,1.4
Q7,2015,30999.0,Automatic,30296.0,Diesel,181.10686659420105,47.9,3.0
A3,2016,11949.0,Manual,38004.0,Diesel,100.01760765008835,68.9,2.0
A4,2016,16499.0,Manual,28669.0,Diesel,100.01760765008835,74.3,2.0
A3,2016,22000.0,Automatic,17008.0,Petrol,181.10686659420105,40.9,2.0
A1,2017,12300.0,Manual,22110.0,Petrol,100.01760765008835,55.4,1.4
A3,2015,10800.0,Manual,52146.0,Diesel,100.01760765008835,83.1,1.6
A1,2015,13300.0,Manual,34176.0,Petrol,100.01760765008835,56.5,1.4
A3,2016,16000.0,Manual,33136.0,Petrol,100.01760765008835,60.1,1.4
Q3,2015,19700.0,Automatic,19563.0,Diesel,160.00000000000003,50.4,2.0
A1,2015,12000.0,Manual,35441.0,Diesel,100.01760765008835,80.7,1.6
TT,2017,16484.0,Manual,23641.0,Petrol,145.0,47.1,1.8
A1,2016,11533.0,Manual,16630.0,Petrol,100.01760765008835,55.4,1.4
A3,2014,8244.0,Manual,81913.4209,Diesel,100.01760765008835,74.3,1.6
A4,2013,14499.0,Automatic,29923.0,Diesel,181.10686659420105,47.1,2.0
Q5,2017,18299.0,Manual,23221.0,Diesel,160.00000000000003,49.6,2.0
A3,2016,16799.0,Manual,22633.0,Petrol,100.01760765008835,58.9,1.4
A3,2015,11099.0,Manual,20997.0,Diesel,100.01760765008835,68.9,2.0
Q3,2013,10799.0,Manual,42800.0,Diesel,145.0,54.3,2.0
Q3,2014,12499.0,Manual,46621.0,Diesel,145.0,54.3,2.0
A1,2015,8999.0,Manual,41183.0,Petrol,100.01760765008835,67.3,1.0
A1,2017,10599.0,Manual,33723.0,Petrol,100.01760765008835,67.3,1.0
A6,2014,14499.0,Automatic,45295.0,Diesel,100.01760765008835,64.2,2.0
A3,2013,11699.0,Automatic,37274.0,Diesel,100.01760765008835,64.2,2.0
A1,2012,8275.0,Manual,56700.0,Diesel,100.01760765008835,68.9,2.0
A3,2016,15749.0,Manual,25599.0,Petrol,100.01760765008835,55.4,1.4
A3,2014,8499.0,Manual,32379.0,Diesel,100.01760765008835,74.3,1.6
A4,2016,14399.0,Manual,40169.0,Diesel,100.01760765008835,72.4,2.0
Q3,2015,12249.0,Manual,54775.0,Diesel,100.01760765008835,61.4,2.0
TT,2015,16000.0,Manual,43724.0,Diesel,100.01760765008835,67.3,2.0
Q3,2016,18799.0,Automatic,44900.0,Diesel,160.00000000000003,50.4,2.0
A5,2014,12199.0,Automatic,62675.0,Diesel,125.0,57.6,3.0
A6,2016,16700.0,Manual,28952.0,Diesel,100.01760765008835,64.2,2.0
A3,2019,33399.0,Automatic,4031.0,Petrol,145.0,34.9,2.0
A4,2017,17699.0,Manual,28078.0,Petrol,145.0,51.4,1.4
A4,2016,15599.0,Automatic,28958.0,Diesel,100.01760765008835,70.6,2.0
A3,2013,8899.0,Manual,62090.0,Diesel,100.01760765008835,67.3,2.0
TT,2016,16749.0,Manual,32354.0,Diesel,100.01760765008835,62.8,2.0
Q7,2016,31499.0,Automatic,50514.0,Diesel,181.10686659420105,47.9,3.0
A1,2012,7175.0,Manual,65627.0,Diesel,100.01760765008835,74.3,1.6
A6,2016,15600.0,Automatic,49462.0,Diesel,100.01760765008835,61.4,2.0
Q5,2015,18499.0,Manual,33233.0,Diesel,181.10686659420105,47.9,2.0
A5,2016,19499.0,Manual,22309.0,Diesel,145.0,56.5,2.0
A1,2016,10233.0,Manual,40172.0,Petrol,100.01760765008835,67.3,1.0
A5,2017,20999.0,Manual,11587.0,Diesel,145.0,67.3,2.0
Q5,2011,11795.0,Manual,66229.0,Diesel,181.10686659420105,42.1,2.0
A3,2018,13999.0,Manual,19811.0,Diesel,145.0,70.6,1.6
A1,2013,7799.0,Manual,35138.0,Petrol,125.0,53.3,1.4
TT,2016,15299.0,Manual,39803.0,Petrol,145.0,47.1,1.8
TT,2016,15299.0,Manual,30814.0,Petrol,145.0,47.1,1.8
TT,2015,22299.0,Manual,19978.0,Petrol,181.10686659420105,38.7,2.0
A3,2015,12999.0,Manual,32842.0,Diesel,100.01760765008835,67.3,1.6
A3,2016,14999.0,Automatic,12396.0,Petrol,100.01760765008835,58.9,1.4
A1,2018,14399.0,Manual,6605.0,Petrol,145.0,55.4,1.4
Q5,2015,24499.0,Automatic,40510.0,Diesel,181.10686659420105,42.8,3.0
Q5,2018,27549.0,Automatic,15123.0,Diesel,145.0,55.4,2.0
TT,2016,16599.0,Manual,28064.0,Petrol,145.0,47.1,1.8
A6,2016,12999.0,Automatic,77019.0,Diesel,145.0,47.9,2.0
A3,2015,11299.0,Automatic,60438.0,Diesel,100.01760765008835,62.8,2.0
A1,2013,9261.0,Manual,43157.0,Diesel,100.01760765008835,74.3,1.6
A3,2016,15699.0,Manual,30154.0,Diesel,100.01760765008835,65.7,2.0
A4,2017,16599.0,Automatic,36715.0,Diesel,145.0,70.6,2.0
A3,2016,12529.0,Automatic,50992.0,Petrol,100.01760765008835,58.9,1.4
Q5,2015,13063.0,Manual,81913.4209,Diesel,160.00000000000003,50.4,2.0
A3,2015,11530.0,Manual,28255.0,Diesel,100.01760765008835,83.1,1.6
A3,2012,6999.0,Manual,81913.4209,Diesel,100.01760765008835,64.2,2.0
A6,2015,17999.0,Automatic,36000.0,Diesel,125.0,58.9,3.0
A4,2013,9999.0,Manual,53764.0,Diesel,125.0,60.1,2.0
A4,2011,8850.0,Manual,65349.0,Diesel,100.01760765008835,61.4,2.0
A6,2010,8450.0,Manual,42000.0,Diesel,160.00000000000003,49.6,2.0
A1,2015,10899.0,Manual,21131.0,Diesel,100.01760765008835,80.7,1.6
A1,2015,10879.0,Manual,20912.0,Petrol,100.01760765008835,55.4,1.4
Q3,2016,13849.0,Manual,46553.0,Diesel,100.01760765008835,61.4,2.0
A5,2017,18189.0,Manual,40858.0,Diesel,100.01760765008835,68.9,2.0
Q2,2017,15529.0,Manual,50841.0,Diesel,145.0,64.2,1.6
A3,2015,19300.0,Automatic,42248.0,Petrol,181.10686659420105,39.8,2.0
A1,2016,15199.0,Manual,42991.0,Petrol,181.10686659420105,39.8,2.0
Q2,2017,18052.0,Manual,34000.0,Petrol,145.0,50.4,1.4
Q2,2017,16999.0,Manual,33636.0,Diesel,100.01760765008835,61.4,1.6
A4,2017,18204.0,Automatic,32155.0,Diesel,100.01760765008835,67.3,2.0
A3,2015,9839.0,Manual,37402.0,Diesel,100.01760765008835,68.9,2.0
A4,2019,20500.0,Manual,6026.0,Petrol,145.0,39.2,2.0
A5,2011,12484.0,Automatic,59468.0,Diesel,181.10686659420105,42.8,3.0
A1,2012,9020.0,Automatic,56767.0,Petrol,125.0,53.3,1.4
